iter	Passed	Remaining
385	56403	89720
386	56534	89548
387	56670	89386
388	56782	89188
389	56896	88991
390	57012	88798
391	57122	88597
392	57240	88409
393	57343	88198
394	57446	87987
395	57544	87770
396	57647	87560
397	57761	87368
398	57911	87230
399	58045	87068
400	58175	86900
401	58319	86753
402	58475	86625
403	58601	86452
404	58733	86286
405	58873	86134
406	59004	85969
407	59137	85807
408	59257	85626
409	59556	85703
410	59706	85564
411	59886	85469
412	60054	85356
413	60175	85175
414	60292	84990
415	60421	84822
416	60580	84696
417	60743	84575
418	60898	84444
419	61022	84268
420	61121	84060
421	61227	83861
422	61320	83644
423	61432	83455
424	61543	83265
425	61654	83074
426	61764	82883
427	61882	82702
428	61999	82521
429	62113	82337
430	62222	82145
431	62369	82004
432	62545	81901
433	62698	81768
434	62857	81642
435	62984	81475
436	63108	81304
437	63205	81099
438	63316	80912
439	63424	80722
440	63533	80533
441	63666	80375
442	63788	80203
443	63911	80033
444	64025	79851
445	64135	79665
446	64237	79470
447	64342	79278
448	64466	79111
449	64597	78952
450	64714	78776
451	64824	78591
452	64931	78405
453	65046	78228
454	65146	78033
455	65265	77861
456	65443	77759
457	65650	77690
458	65818	77577
459	65978	77453
460	66104	77288
461	66233	77129
462	66350	76955
463	66492	76810
464	66637	76668
465	66768	76511
466	66905	76361
467	67028	76194
468	67156	76034
469	67276	75864
470	67408	75708
471	67513	75524
472	67640	75362
473	67750	75183
474	67863	75006
475	67981	74837
476	68100	74668
477	68235	74517
478	68369	74364
479	68517	74227
480	68645	74068
481	68746	73880
482	68851	73697
483	68973	73533
484	69095	73369
485	69226	73215
486	69377	73081
487	69538	72958
488	69725	72862
489	69882	72734
490	70032	72600
491	70167	72449
492	70294	72290
493	70460	72172
494	70633	72060
495	70774	71916
496	70920	71776
497	71069	71640
498	71273	71558
499	71544	71544
500	71710	71424
501	71896	71323
502	72062	71203
503	72214	71068
504	72391	70958
505	72583	70862
506	72742	70733
507	72916	70620
508	73048	70465
509	73157	70288
510	73252	70098
511	73378	69939
512	73527	69800
513	73681	69667
514	73870	69567
515	74007	69417
516	74119	69244
517	74281	69119
518	74427	68978
519	74556	68821
520	74693	68672
521	74797	68492
522	74900	68313
523	75003	68132
524	75114	67960
525	75226	67789
526	75357	67635
527	75469	67465
528	75578	67292
529	75709	67138
530	75824	66970
531	75931	66796
532	76042	66626
533	76152	66455
534	76269	66290
535	76363	66105
536	76461	65924
537	76565	65749
538	76681	65584
539	76835	65452
540	77115	65426
541	77449	65446
542	77694	65388
543	77933	65326
544	78102	65204
545	78328	65130
546	78648	65132
547	78801	64996
548	78925	64836
549	79059	64685
550	79187	64528
551	79348	64398
552	79552	64303
553	79789	64234
554	80052	64186
555	80282	64110
556	80530	64048
557	80758	63970
558	80987	63891
559	81187	63790
560	81359	63666
561	81522	63535
562	81685	63404
563	81838	63265
564	81986	63122
565	82174	63010
566	82356	62892
567	82518	62760
568	82664	62615
569	82848	62499
570	83016	62371
571	83167	62230
572	83352	62114
573	83583	62032
574	83782	61925
575	83947	61794
576	84073	61634
577	84218	61488
578	84341	61325
579	84508	61195
580	84682	61070
581	84879	60961
582	85024	60815
583	85155	60658
584	85278	60497
585	85426	60352
586	85610	60233
587	85782	60106
588	85965	59985
589	86180	59888
590	86449	59826
591	86670	59732
592	86831	59595
593	86989	59457
594	87172	59336
595	87315	59186
596	87484	59055
597	87657	58926
598	87813	58786
599	87958	58639
600	88109	58495
601	88274	58360
602	88426	58217
603	88555	58059
604	88697	57909
605	88832	57755
606	88968	57602
607	89128	57464
608	89316	57344
609	89518	57233
610	89694	57104
611	89848	56963
612	89992	56814
613	90126	56659
614	90265	56507
615	90417	56364
616	90586	56231
617	90738	56087
618	90868	55930
619	91023	55788
620	91204	55662
621	91376	55531
622	91528	55387
623	91684	55245
624	91861	55117
625	92042	54990
626	92255	54882
627	92430	54751
628	92618	54628
629	92811	54508
630	93076	54430
631	93278	54314
632	93457	54184
633	93655	54066
634	93913	53981
635	94276	53956
636	94479	53840
637	94618	53686
638	94755	53531
639	94947	53408
640	95170	53301
641	95449	53225
642	96051	53328
643	96196	53177
644	96334	53021
645	96429	52842
646	96585	52696
647	96732	52546
648	96913	52414
649	97087	52277
650	97383	52207
651	97647	52118
652	97883	52014
653	98049	51873
654	98222	51735
655	98426	51614
656	98597	51475
657	98786	51344
658	98959	51206
659	99153	51078
660	99341	50948
661	99589	50847
662	99791	50723
663	100093	50649
664	100360	50557
665	100521	50411
666	100776	50312
667	100930	50163
668	101086	50014
669	101216	49852
670	101389	49712
671	101552	49567
672	101751	49439
673	101910	49292
674	102045	49132
675	102181	48974
676	102345	48829
677	102481	48671
678	102619	48513
679	102760	48358
680	102931	48216
681	103118	48081
682	103347	47966
683	103546	47837
684	103761	47714
685	103942	47577
686	104113	47434
687	104247	47274
688	104563	47197
689	104701	47039
690	104854	46888
691	105024	46744
692	105201	46604
693	105352	46452
694	105484	46291
695	105631	46137
696	105773	45981
697	105913	45825
698	106046	45665
699	106186	45508
700	106350	45362
701	106527	45221
702	106690	45074
703	106927	44957
704	107081	44806
705	107266	44669
706	107404	44511
707	107596	44375
708	107750	44225
709	107881	44064
710	108005	43900
711	108147	43744
712	108334	43607
713	108501	43461
714	108839	43383
715	109005	43237
716	109159	43085
717	109327	42939
718	109496	42793
719	109616	42628
720	109739	42465
721	109876	42307
722	109997	42142
723	110111	41976
724	110227	41810
725	110340	41643
726	110450	41476
727	110555	41306
728	110749	41170
729	110871	41007
730	111020	40854
731	111154	40695
732	111309	40545
733	111441	40386
734	111573	40227
735	111713	40071
736	111849	39913
737	111991	39758
738	112133	39603
739	112284	39451
740	112439	39300
741	112556	39136
742	112718	38988
743	112886	38842
744	113048	38694
745	113197	38541
746	113348	38389
747	113487	38233
748	113638	38081
749	113770	37923
750	113890	37761
751	114008	37598
752	114140	37440
753	114253	37276
754	114383	37117
755	114506	36957
756	114635	36798
757	114751	36635
758	114883	36478
759	115020	36322
760	115189	36176
761	115336	36023
762	115470	35866
763	115591	35706
764	115723	35549
765	115844	35388
766	115971	35229
767	116085	35067
768	116251	34920
769	116397	34768
770	116535	34612
771	116663	34455
772	116789	34296
773	116910	34136
774	117063	33986
775	117255	33846
776	117448	33707
777	117607	33558
778	117769	33410
779	117937	33264
780	118106	33118
781	118313	32982
782	118466	32831
783	118625	32682
784	118788	32534
785	118953	32386
786	119116	32238
787	119245	32081
788	119358	31919
789	119462	31755
790	119576	31594
791	119697	31435
792	119834	31280
793	119970	31125
794	120108	30971
795	120257	30819
796	120408	30668
797	120565	30519
798	120731	30371
799	120878	30219
800	121049	30073
801	121286	29943
802	121486	29804
803	121607	29645
804	121725	29486
805	121842	29326
806	121967	29169
807	122114	29017
808	122229	28857
809	122330	28694
810	122455	28537
811	122575	28379
812	122692	28220
813	122807	28061
814	122920	27902
815	123058	27748
816	123212	27598
817	123365	27448
818	123505	27294
819	123639	27140
820	123764	26984
821	123863	26822
822	123968	26661
823	124115	26510
824	124284	26363
825	124428	26211
826	124569	26058
827	124694	25902
828	124836	25750
829	124950	25592
830	125103	25442
831	125245	25289
832	125384	25137
833	125501	24979
834	125623	24823
835	125738	24666
836	125876	24513
837	126002	24358
838	126144	24206
839	126282	24053
840	126436	23904
841	126677	23770
842	126863	23627
843	127004	23474
844	127171	23327
845	127312	23175
846	127434	23019
847	127558	22864
848	127680	22708
849	127815	22555
850	127936	22400
851	128107	22253
852	128293	22109
853	128500	21968
854	128685	21823
855	128926	21688
856	129086	21539
857	129253	21391
858	129455	21249
859	129662	21107
860	129880	20967
861	130092	20826
862	130268	20679
863	130446	20533
864	130665	20392
865	130894	20253
866	131034	20101
867	131241	19958
868	131436	19813
869	131588	19662
870	131753	19513
871	131934	19366
872	132172	19227
873	132394	19086
874	132547	18935
875	132679	18781
876	132855	18633
877	133070	18490
878	133271	18345
879	133433	18195
880	133644	18051
881	133833	17905
882	134026	17758
883	134221	17612
884	134362	17459
885	134503	17306
886	134612	17148
887	134741	16994
888	134879	16840
889	135017	16687
890	135257	16546
891	135391	16392
892	135533	16239
893	135690	16088
894	135876	15940
895	136181	15806
896	136339	15655
897	136450	15498
898	136582	15344
899	136722	15191
900	136871	15039
901	136998	14884
902	137120	14729
903	137243	14574
904	137390	14422
905	137510	14267
906	137638	14112
907	137781	13960
908	137916	13806
909	138057	13654
910	138204	13501
911	138386	13353
912	138547	13202
913	138735	13053
914	138868	12900
915	138978	12744
916	139106	12590
917	139266	12439
918	139417	12288
919	139549	12134
920	139701	11983
921	139850	11831
922	140016	11680
923	140169	11529
924	140351	11379
925	140503	11228
926	140665	11077
927	140832	10926
928	141016	10777
929	141184	10626
930	141371	10477
931	141610	10332
932	141879	10188
933	142122	10042
934	142375	9897
935	142718	9758
936	143099	9621
937	143632	9493
938	143885	9347
939	144201	9204
940	144587	9065
941	144869	8919
942	145134	8772
943	145307	8619
944	145483	8467
945	145624	8312
946	145820	8161
947	146018	8009
948	146196	7856
949	146377	7704
950	146535	7550
951	146710	7397
952	146893	7244
953	147115	7093
954	147362	6943
955	147588	6792
956	147812	6641
957	148023	6489
958	148208	6336
959	148375	6182
960	148543	6028
961	148679	5872
962	148845	5718
963	149025	5565
964	149204	5411
965	149360	5256
966	149526	5102
967	149696	4948
968	149874	4794
969	150051	4640
970	150223	4486
971	150398	4332
972	150581	4178
973	150736	4023
974	150913	3869
975	151094	3715
976	151296	3561
977	151431	3406
978	151582	3251
979	151759	3097
980	151905	2942
981	152080	2787
982	152280	2633
983	152448	2478
984	152621	2324
985	153002	2172
986	153215	2018
987	153485	1864
988	153847	1711
989	154271	1558
990	154588	1403
991	154739	1247
992	154861	1091
993	155023	935
994	155175	779
995	155364	623
996	155547	468
997	155686	311
998	155816	155
999	155922	0
